,model,accuracy,precision,recall,f1score,rocauc_ovr,rocauc_ovo,specificity
0,gnb,0.7765129682997118,0.7656787685010353,0.7744956772334295,0.7706313751255471,0.7741753185089207,0.7749878349810672,0.8599706744868035
0,randomforest,0.8295389048991355,0.8332902103890489,0.8236311239193084,0.7999331953618525,0.8547448296302294,0.8507058932831019,0.8411392405063292
0,xgboost,0.850864553314121,0.8480174042713738,0.8520172910662824,0.8409490625394858,0.8767853000547335,0.8827961821688838,0.8727394507702613
0,MLPC,0.8272334293948127,0.8320161023217878,0.8276657060518733,0.8105736255807645,0.8789641698180521,0.8835231167804134,0.8552803129074316
